composition,score,var,std
Ba14 Na14 Li1 N6,0.9567501014471054,0.0030215618350814487,0.05496873506895942
Gd1 Cu1 Ge1,0.9567484188079834,0.003962287421487736,0.06294670302317458
Mn1 Se2 O6,0.9567424446344376,0.0004864456702736231,0.02205551337588004
Cs2 Zn1 Bi2 S5,0.9567422813177108,0.0011328589770628447,0.03365797048342108
Zn2 Co1 P2 H8 O12,0.956737008690834,0.000148785815850756,0.012197779136004882
Rb2 Pd1 N4 O12,0.9567340379953384,0.0003821099804158408,0.01954763362701073
Ca21 Mn4 Bi18,0.9567322355508804,0.003567860698767309,0.05973157204332823
Sm2 Se3 O9,0.9567303872108459,0.0004644908743939538,0.0215520503524364
K6 Pb2 O5,0.956721244454384,0.0011913205581810938,0.03451551184874844
Pb3 Se2 Br2 O6,0.9567210292816162,0.0005475823021189201,0.023400476536150284
Nd1 Co4 P12,0.9567157793045044,0.0021419765156385807,0.046281492150087165
Zn1 Br2 N2,0.9567112416028976,0.0014450084349126775,0.038013266564617634
Tb7 Rh1 I12,0.95671029150486,0.0015553644592732699,0.039438109225383385
K1 Cr1 I1 O6,0.956703879237175,0.00028093428290017984,0.01676109432287104
Li1 Tm1 Sn2,0.9567025619745254,0.0030860504357390147,0.05555223159999078
Cs1 I1 O4,0.9567015779018402,0.00034855607814719583,0.018669656615674424
Ho1 Mg2 Cu9,0.9567010122537613,0.001656347602670071,0.04069825060945582
Ba3 In1 B3 O9,0.9567007303237915,0.0004913061705800453,0.02216542737192417
Ag3 I1 N2 O6,0.9566951870918274,0.0009612965436142668,0.031004782592597983
Tb5 Ge4,0.9566921555995941,0.0019578196080849482,0.044247255373468616
Rb1 Bi1 S2,0.956690679192543,0.0015123199451483813,0.03888855802351614
Fe1 Br3,0.9566892033815384,0.0018707762735368112,0.04325247129976288
Nb1 Cl4 F1,0.9566875755786896,0.0005785775442855727,0.024053638899043377
Th2 Bi1 N2,0.9566851633787156,0.005120103019559016,0.0715548951474252
Cs2 Ga1 P3 O10,0.9566849738359452,0.0002327188292515372,0.015255124688167487
Cd1 H2 Se1 O5,0.9566826176643372,0.00024036954370932682,0.015503855769108756
Sr3 Ge2 B6 O16,0.9566821670532226,0.0002748967624830472,0.016580010931330748
K1 Mn1 Cl3 O2,0.9566787248849868,0.0005035850964847481,0.022440701782358505
K2 Cr1 S1 O7,0.9566754049062728,0.0004291504573995358,0.020715946934657267
Ba4 Mg1 C4 N8 F2,0.9566738396883012,0.0008177519449294393,0.028596362442265964
Th3 Se3 O16,0.9566720455884934,0.000514730252946079,0.02268766741968153
Rb1 Se1 O4,0.9566694283485412,0.00038041622978308867,0.01950426183640613
Lu1 Ti2 Ga4,0.9566691637039184,0.00245805933948816,0.049578819464446304
U1 B4 Os4,0.9566690695285796,0.002800397036477149,0.05291877773037798
Cs2 Si2 O5,0.9566689640283584,0.0004757852008139005,0.02181250102152205
Cd1 N1 Cl3,0.9566671866178512,0.001111557531661337,0.033340028969113644
Na2 P1 H1 O3,0.9566607648134232,0.00038086233892466463,0.019515694682092785
Er2 Mg1 Ge2,0.9566589945554732,0.0017517967495791775,0.04185447108230108
Ho2 Mg1 Ge2,0.9566589945554732,0.0017517967495791775,0.04185447108230108
K1 Ba2 P5 O15,0.9566585803031922,0.00019368468553185764,0.013917064544359115
Co4 B6 O13,0.95665707051754,0.001789591274774956,0.04230356101766086
P1 Br3,0.9566543966531752,0.0011582020849855732,0.034032368195375015
Fe1 Bi1 S2 Br1,0.9566515982151031,0.001695302605459439,0.04117405257512842
Yb1 I3 O11,0.9566507744789124,0.0004497044365027762,0.021206235792869427
Cu1 Se2 Cl1,0.9566407543420792,0.0007642506798415557,0.027645084189445977
Sr1 Co2 Ge2,0.956640487909317,0.0019245186402320161,0.04386933599032492
Zn1 N6,0.9566397666931152,0.0012693571512316026,0.0356280388350468
Be2 P1 H5 O7,0.9566199481487274,0.00033507464602021,0.01830504427801829
Eu1 Mo1 Cl1 O4,0.9566149264574052,0.0004079979973905784,0.02019896030469337
Ba1 P1 O3 F1,0.9566146177053452,0.00031003829699494963,0.017607904389646985
U1 Si2 Rh2,0.9566108098626136,0.006350957884738758,0.07969289732930256
Dy2 In1 Ni2,0.9566106611490248,0.0025301651090438564,0.050300746605232975
P2 C1 N3 Cl5,0.9566047704219818,0.0009485797761718844,0.03079902232493565
Zr1 Ni2 Sn1,0.9566016060113908,0.0019298453854406613,0.04393000552516084
Rb3 Ga2 Se4 O14,0.9565994358062744,0.0002904843619887401,0.017043601790371076
Sr1 In2 Au2,0.9565969669818878,0.00556509485712026,0.07459956338424682
Ba3 B1 P3 O12,0.9565955531597138,0.00023076874672316988,0.015191074574340354
Yb1 Mn1 Ge1,0.9565866392850876,0.0030425911825619108,0.05515968802088996
Er1 Tl1 Te2,0.9565831047296524,0.003223720733178485,0.05677781902449657
Ho1 Tl1 Te2,0.9565831047296524,0.003223720733178485,0.05677781902449657
Er1 Si1 Ag1,0.9565796983242036,0.0030946725782461165,0.05562978139671337
As1 S2,0.9565786987543106,0.0011354804812170993,0.033696891269330766
Tm1 Hg3,0.9565781044960022,0.0027969402018763016,0.05288610594358694
Hg3 N2 O8,0.9565762776136398,0.0007849761057841004,0.028017425038431
Be2 N1 Cl5,0.9565752017498016,0.0010743456643895098,0.032777212578093184
Eu3 Ge5,0.9565739685297012,0.002543165312127591,0.050429805791095315
Pr6 Fe13 Bi1,0.9565710788965224,0.001002835694705474,0.03166758113126852
Dy1 Ni1 P1,0.956564564704895,0.002735752409050596,0.05230442054980244
Ba1 Th1 P2 O8,0.9565607178211212,0.00031329588808017483,0.017700166329166937
Ba1 Np1 P2 O8,0.9565607178211212,0.00031329588808017483,0.017700166329166937
Sc3 Tl1 C1,0.9565591269731522,0.0030811172033054467,0.05550781209258248
Cs3 Ta2 S11,0.9565560162067414,0.001166719385994206,0.03415727427641448
La3 Cu1 Sn1 S7,0.9565513718128204,0.0003741420813716432,0.019342752683412026
Ce3 Cu1 Sn1 S7,0.9565513718128204,0.0003741420813716432,0.019342752683412026
La1 Si1 Rh1,0.9565502327680588,0.0029634820434651953,0.05443787324524348
K2 Sb1 S1 O4 F3,0.9565474188327788,0.00030269581993090487,0.01739815564739277
Zr2 Ni7,0.9565448814630508,0.0016720727279719305,0.04089098590119747
Ba1 Fe2 Se4 O12,0.9565429484844208,0.0002795264793977179,0.016719045409284525
Dy1 I3 O9,0.9565428221225738,0.00039785375754550656,0.019946271770571733
Ho1 Mo1 Cl1 O4,0.9565394949913024,0.0003785882394105101,0.01945734409960697
Er1 Mo1 Cl1 O4,0.9565394949913024,0.0003785882394105101,0.01945734409960697
Cs2 Sn1 Au2 S4,0.9565382438898088,0.0015753133526782545,0.03969021734229046
Y1 Co1 Si2,0.9565356749296188,0.0012660617903554544,0.03558176204680502
Al3 Pt5,0.9565313458442688,0.003213531581065609,0.056688019731382475
Yb1 Cd1 Ni4,0.9565297383069992,0.0014835811889248485,0.03851728428802904
Ti1 Mn1 Si2,0.9565269500017166,0.002670883275220488,0.051680588959690535
Ag2 C1 O3,0.9565268969535828,0.001296647402012959,0.0360089905719802
Hg3 S2 O11,0.9565245991945268,0.0003728657107897743,0.01930973098698618
Ho1 Cu5,0.956524418592453,0.0014280429150676766,0.03778945507767579
Er1 Cu5,0.956524418592453,0.0014280429150676766,0.03778945507767579
Sr1 Cu4 Sn2,0.9565240120887756,0.0023037729375496906,0.047997634707865465
K1 Ag1 O1,0.9565239238739014,0.003030407511958764,0.05504913724990397
Mn1 Cl2 O2,0.9565176326036452,0.000986069642842172,0.03140174585659485
Sb1 As3 Se4 F6,0.9565143948793412,0.0007555940220787176,0.027488070541213286
H8 W3 Se1 N2 O12,0.9565096151828766,0.0002462348194080859,0.015691871125142656
Ca1 P1 H1 O4,0.956506060361862,0.00022817406640211695,0.015105431685394397
Tb3 Cu1 Ge1 S7,0.9564903157949448,0.0004797934755711461,0.021904188539435696
Na2 Hg1 S2,0.956485852599144,0.002807975391198481,0.05299033299761837
K1 V1 Cu2 Se4,0.9564733862876892,0.0017378263780663881,0.04168724478862075
Ag5 Sb1 S4,0.9564731937646864,0.003396496978248298,0.05827947304367378
Cs2 Na1 C6 N9,0.9564686942100524,0.001214611368388765,0.034851274989428506
Zn1 H2 S2 O8,0.9564608961343766,0.00017939796247321566,0.013393952458972506
Rb1 Hg1 Sb1 Se3,0.9564605832099916,0.0016791580023993895,0.04097753045754941
Pr1 Sb1 Pt1,0.9564581996202468,0.0015481631983489089,0.039346705050727036
Li1 Fe1 Se4 O10,0.9564546728134156,0.0002929387920791645,0.017115454772782538
Ba1 Al1 Si1 H1,0.9564537674188612,0.002297681349156333,0.047934135531543
K2 Sr1 Cu1 N6 O12,0.9564513218402864,0.00036376858954271433,0.01907271846231456
Eu1 Ge1 Au1,0.9564502078294754,0.004036127195127424,0.06353052176023287
Zn2 Fe1 P2 H8 O12,0.9564412587881088,0.00014683616084909743,0.012117597156577595
Na1 Sb1 C1 O2 F3,0.9564385676383972,0.00021252879451319864,0.014578367347312887
Bi4 Ru1 Br2,0.9564384180307388,0.003999885298457376,0.06324464640155225
Eu1 P1 Pt1,0.9564321511983872,0.004678634522158043,0.06840054475044803
Al1 Te1 Cl7,0.956429882645607,0.0007871859882546668,0.028056834965025312
K2 Ni1 O2,0.9564271557331084,0.0008328206701098388,0.02885863250588701
Cr1 Br3,0.9564242476224899,0.001546059894613144,0.039319968141049454
Gd1 Te2 Cl1 O5,0.9564220517873764,0.00048354821877036444,0.021989729847598505
Y4 Ga21 Ni10,0.9564181226491928,0.0016895690485702825,0.04110436775538923
K4 Np1 S2 Cl1 O10,0.9564166975021362,0.0006611116796623039,0.02571209209034348
Er1 Mg2,0.9564145332574844,0.0013626146959198795,0.03691361125546889
Ho1 Mg2,0.9564145332574844,0.0013626146959198795,0.03691361125546889
Se1 O3,0.9564136147499084,0.00042356659323338847,0.020580733544589436
Rb1 Te1 O1 F4,0.9564130747318268,0.0007525142251033129,0.027431992729353673
Y3 Si2 Cl5 O6,0.9564130681753159,0.0006806015057216296,0.02608834041716011
La4 Fe1 Sb2 S10,0.9564106547832488,0.0004672709357080873,0.0216164505807056
K2 Zn1 S2 O8,0.9563990396261216,0.0003065541860246306,0.017508688872232284
K1 Au1 Se5,0.95639683842659,0.0014206729043894641,0.03769181481952632
Fe1 H4 C6 N6,0.9563948386907576,0.0008699283025536388,0.02949454699692197
Fe2 Se6 O15,0.956394345164299,0.00040073289591521896,0.02001831401280385
Ge3 Cl8,0.9563922077417374,0.0016571488153215605,0.04070809274974155
Nd1 I3 O9,0.9563912516832352,0.0004379214577216496,0.0209265730047146
Cu1 Ag3 S2,0.9563911420106888,0.002760372150557363,0.052539243909266176
W6 C1 Cl16,0.956388172507286,0.0011221699976837398,0.033498805914297
K1 Mn5 Se6 O18,0.9563848024606704,0.000639423273391493,0.02528682015183983
Dy1 In1 Au2,0.9563824152946472,0.0028778054497463424,0.0536451810486864
Cs7 U8 V2 Cl1 O32,0.9563821387290956,0.0010743565921787076,0.03277737927563318
Cs2 U1 Ta6 Cl15 O3,0.9563729554414748,0.001365674747158918,0.0369550368307071
Pb3 Se2 I2 O6,0.9563681238889694,0.0003875389230957957,0.01968600830782604
Ba1 Mg2 Si2,0.9563580375909804,0.0050515182997430685,0.07107403393464501
Gd2 Br3 N1,0.9563578277826308,0.0017975569116355933,0.042397605022401835
Nd1 Te2 Cl1 O5,0.9563445073366164,0.00051318529676249,0.02265359346246176
Ti4 S8 Cl6 O1,0.9563421052694321,0.0011509517852177178,0.033925680320632014
Sb4 Pb4 S11,0.9563394033908844,0.0009423739301238943,0.030698109552933294
Te7 Ir1 Cl7,0.9563382256031036,0.001448588622338035,0.03806032872083523
Ta2 P1,0.956335592865944,0.0054895474398970155,0.07409148021127003
K2 I2 Cl1 O6,0.9563286620378494,0.0005469524365288301,0.023387014271360727
Ti1 Mn2 P12,0.9563230848312378,0.001482246231603236,0.03849995105975118
Li1 Gd1 Sn1,0.9563182091712952,0.002181676632783628,0.04670842143322367
Li1 Sm1 Sn1,0.9563182091712952,0.002181676632783628,0.04670842143322367
Hf1 U3 Sb5,0.9563129806518554,0.003099975093880213,0.05567741996429264
Np1 P1 S4,0.9563129025697708,0.0013591077086716054,0.0368660780212868
Br1 N1 O3,0.9563127964735032,0.0004749136324734856,0.021792513220679374
Na6 Co1 Se4,0.9563118642568588,0.002877682120049719,0.053644031541726235
Mn1 Sb2 O2 F8,0.9563076430559159,0.0002935044137202355,0.017131970514807554
Cu1 N2 Cl4 O2,0.9562969440221788,0.000566492641793907,0.023801105894346745
U2 Zn17,0.9562922835350036,0.0010680301324826043,0.03268073029298159
Ba3 P4 O13,0.9562904405593872,0.00024384102717953348,0.015615409926720896
Be2 As1 H9 O9,0.9562902718782424,0.0002596040584444647,0.01611223319234378
Ce1 Cr1 Se2 O1,0.9562883412837982,0.002204106195109561,0.04694790937954065
Yb5 Ge4,0.9562870723009108,0.003872063121528829,0.06222590394304312
Sr2 Co1 Se2 Cl2 O6,0.9562857931852341,0.00032149497027182097,0.01793028081965871
Tl4 Hg3 Sb2 As8 S20,0.9562823021411896,0.0005158749096478932,0.022712879818461883
Hf1 Te6 Cl6,0.9562789529561996,0.0012390156009191866,0.03519965342044132
Ti1 Cl3,0.9562764889001848,0.0011009745858297957,0.03318093708486538
Yb8 Si11,0.9562744736671448,0.003513784829203957,0.059277186414369874
Ba1 C1 N2,0.9562702685594558,0.0007890386133726947,0.02808983113820186
Ge2 C2 Se3 F6,0.9562644451856612,0.00034551370220024905,0.018587998875625344
Tb2 Si5 Rh3,0.9562619447708128,0.0033131809542919647,0.05756023761497137
U3 Sb4 Pt3,0.956260268688202,0.003939206834370927,0.0627631008983059
Li2 Ga1 Pd1,0.9562562024593352,0.002216380884176844,0.04707845456444853
Gd2 Te3,0.9562500071525574,0.0023205818080707765,0.04817241750286959
Eu1 Zn2 Sn2,0.9562409988045693,0.0047166940417306576,0.0686781918932834
Cs2 Pu1 Cl4 O2,0.9562401378154756,0.0008335990269688567,0.028872115041486943
K2 U1 Mo1 I2 O12,0.9562323349714279,0.0003695745102766252,0.01922432080143861
Ho1 I3 O9,0.9562314695119858,0.00039582827331259535,0.01989543347888141
Er1 I3 O9,0.9562314695119858,0.00039582827331259535,0.01989543347888141
Ga9 Ir2,0.9562252587080002,0.0025330303023165823,0.05032921917054329
Na3 V1 S2 O2,0.9562241500616072,0.0010488210014821604,0.03238550604023597
Cu4 Te5 Cl4 O12,0.9562215793132782,0.000579374026992381,0.024070189591949228
Re2 P5,0.9562124884128572,0.003948560515113429,0.06283757247947623
Pr1 Sn3 Ru1,0.9562118697166444,0.0016338678431160984,0.040421131145925375
Pr3 Ag4 Sn4,0.9562118619680404,0.00330579217369734,0.057496018763887824
Na1 Gd1 Se2,0.9562103301286696,0.0011169962229756695,0.03342149342826664
Na1 Sm1 Se2,0.9562103301286696,0.0011169962229756695,0.03342149342826664
H9 C6 N10 Cl1 O5,0.9562043082714079,0.0008726265981605925,0.029540253860801405
Ti3 Al1 C2,0.9562007808685302,0.0039451029722917435,0.06281005470696346
Sr1 Cd2 Sb2,0.9561983579397202,0.008441444628353303,0.09187733468246292
Na1 Y1 I4 O12,0.9561955964565276,0.0003239567611613706,0.017998798881074553
Tb2 Zr1 S5,0.9561952775716782,0.0004246116269545504,0.020606106545258625
Rb5 Ce1 Cu2 N12 O24,0.956194345355034,0.0004257140393128548,0.020632838857337462
Sm1 Cd11,0.9561933350563048,0.0015133645956960807,0.03890198704045952
Zn1 B4 O7,0.9561887204647064,0.0006140848913743117,0.024780736296048825
Fe1 N3 F6,0.9561817640066148,0.0005788327935772126,0.024058944149260013
Li1 Al2 H6 Cl1 O6,0.956173887848854,0.00016276350981246233,0.012757880302482162
Sr1 Zn1 Se2 O6,0.9561732870340348,0.00031787214073729754,0.0178289691439886
Dy1 Al1 Ni1,0.9561718702316284,0.001840730518059104,0.04290373547908275
Pb3 Cl1 O3,0.9561716759204864,0.0014250220596928374,0.03774946436299247
Ba3 Tm1 B3 O9,0.9561606127023696,0.0005125300687215637,0.022639126942564803
Mg2 Cu2 P2 H12 O15,0.9561552822589874,0.00016615066003421226,0.01288994414395238
Nb2 Te6 I1,0.956152748465538,0.002470162507034509,0.04970072944167428
Lu1 Au4,0.9561480283737184,0.0026872758068522285,0.0518389410274962
Ag1 C3 N3 O1,0.9561439454555511,0.0006393700678140491,0.02528576808827545
Rb4 Ge3 B6 O17,0.9561437797546388,0.0002572321138055201,0.016038457338706867
Tb1 Ga1 Ni1,0.9561332255601884,0.001666632120732485,0.040824405944636655
La3 Ti1 Be1 S7,0.9561328995227814,0.0005520572851827679,0.023495899326962742
Eu1 Mg2 Cu9,0.9561319297552108,0.0016614691633156356,0.04076112318515813
Th1 Ni2 Sn2,0.9561285930871964,0.0035704526826532594,0.059753265037596565
Pr9 Sb5 O5,0.956128391623497,0.0019309575406528526,0.04394266196593982
Ru1 O2 F6,0.9561247736215592,0.0004862752498717798,0.02205164959525205
K2 S1 O4,0.9561227375268936,0.00092497184470195,0.030413349777720144
La1 Co1 Sb3,0.9561191457509994,0.002260554776928122,0.04754529184817485
Ce1 Co1 Sb3,0.9561191457509994,0.002260554776928122,0.04754529184817485
K5 Ce1 Fe2 N12 O24,0.9561183089017868,0.0004368488829847832,0.020900930194246933
Cs2 Al1 N5 O15,0.9561171442270279,0.0003605693102786754,0.01898866267746824
Cs1 Bi3 S5,0.9561141848564148,0.0017627708307939114,0.0419853644832805
La3 Be1 Ga1 S7,0.9561125266551972,0.00040079567277400807,0.020019881937064662
Li3 H6 Rh1,0.9561109149456024,0.0016899702431383346,0.041109247659600084
Gd1 H3 O3,0.9561107182502746,0.000645849886199551,0.025413576808461083
U2 Ni2 Sn1,0.956109825372696,0.0043796002821021906,0.06617854850404466
Cs1 Ga1 B1 P2 H1 O9,0.9561085206270218,0.0001780430430010719,0.013343277071284696
Sr2 Cu3 Br2 O4,0.9561070203781128,0.0026195853848096817,0.05118188531902358
K1 H2 Au1 Cl4 O2,0.9560989463329316,0.0010903572734838757,0.0330205583460346
Ca1 As1 H3 O5,0.9560985022783279,0.00024136854391358726,0.01553604016194562
Tb1 Ge1 Pd1,0.9560962146520616,0.002324753485070609,0.04821569749646487
Cs5 Ce1 Ni2 N12 O24,0.9560925638675692,0.0004066527154010962,0.02016563203574577
Sn2 H2 S1 O5 F2,0.9560871767997742,0.00018773238954016453,0.013701546976168951
Na2 Cd1 H4 Se2 O10,0.9560869121551514,0.00019403016312470248,0.013929471028172696
Eu2 Ga2 Ge1 S7,0.9560845643281936,0.000947094729932187,0.03077490422295717
Nd2 Te3,0.9560770171880724,0.003396138843031029,0.05827640039528033
Rb2 Ga1 As2,0.9560769408941268,0.0022667536275536105,0.04761043612017864
Rb1 Au1 Se2 O8,0.9560747241973876,0.0003780591788496481,0.01944374395145256
Nb1 I2 O1,0.9560746908187866,0.0018157527012286321,0.04261164982993068
K2 Hg1 Br2 N2 O12,0.956069836616516,0.00029625824912732823,0.01721215411060824
Be3 As2 H10 N2 O10,0.9560617202520372,0.00033595432871859246,0.018329056951152518
U6 Cu2 S13,0.9560600554943084,0.001997895991734412,0.044697829832492014
Ti2 S1,0.95605763733387,0.004170250105608593,0.06457747367007008
Tl1 Te1 F5,0.9560557758808136,0.0008196462664789283,0.028629465005111918
Yb1 Rh2,0.9560553961992264,0.003405882758929188,0.058359941389014326
Rb1 Mo1 I1 O6,0.956053506731987,0.000337648323190343,0.018375209473373167
Mn2 P2 H7 N1 O10,0.9560530292987824,0.00018338204885284744,0.013541862828017696
Sr2 Li1 Sc1 B4 O10,0.9560438108444214,0.0004470729130521165,0.021144098776067908
K3 Bi1 O3,0.9560342228412628,0.000996508194179116,0.031567518023739465
Er6 Ir1 I10,0.9560340851545334,0.0011079774201458565,0.03328629477947126
Hg2 P1 O3 F1,0.956033417582512,0.0008114610315166273,0.0284861550848237
Pb10 S1 Cl4 O12,0.9560297912359238,0.0008899337733715877,0.02983175779888922
Nd1 As1 Pd1,0.9560253351926804,0.003358273346593661,0.05795061127023305
Se2 Br3 N1,0.956024621129036,0.0012335271379511606,0.03512160500249327
Ba1 Y2 Te4,0.9560233837366104,0.0017575614747503956,0.041923280820451006
K2 Cd3 S4,0.9559903490543366,0.0024101095174712964,0.049092866258462604
K1 N1 O3,0.9559892922639848,0.00042419228838869416,0.02059592892755008
Cs1 Cd1 Au1 S2,0.9559745305776596,0.0054537519041773464,0.07384952203079817
Pd1 S6 N2,0.9559562307596208,0.0012849880862209105,0.03584673048160614
K3 Ge1 H2 N1 O3,0.9559554690122604,0.000855745992958809,0.02925313646361376
B2 Pb2 O5,0.955953732728958,0.0013312272481954053,0.03648598701139117
La1 I3 O9,0.9559533888101578,0.00045376268623652217,0.021301706181349
Ce1 I3 O9,0.9559533888101578,0.00045376268623652217,0.021301706181349
Tb1 B4 Rh4,0.9559466058015824,0.0022097740812222853,0.047008234185324224
Hg2 N1 O4,0.9559373474121092,0.0010875038541892598,0.03297732333269727
Dy1 Si1 Ni4,0.9559363573789595,0.000824285991933378,0.028710381257192982
K1 U1 V1 I1 O10,0.955935159921646,0.00029980190333825054,0.01731478857330492
Cu1 N6,0.955934870839119,0.0011061981169281194,0.033259556775882014
La1 Ga1 S2 O1,0.955931794643402,0.0007206043042695852,0.026844073913428
Eu1 Bi2 S4,0.9559317743778228,0.0010279677323684674,0.032061935879925715
Hf1 Cl4,0.9559314072132108,0.0008427177484606926,0.02902960124529258
Tl3 Hg2 S3 Cl1 O12,0.9559311556816099,0.00033952249459463785,0.01842613618191936
U2 In1 Co2,0.9559193563461305,0.002682816555288701,0.0517959125345688
Tb1 Fe1 Ge2,0.9559192222356796,0.001841622192002096,0.04291412578629671
P4 Se5,0.9559187197685242,0.0010848687435738016,0.032937345727514264
Fe1 I1 N2 O2,0.9559131807088852,0.0015519036959833765,0.03939420891429826
U1 Cl3,0.9559085565805436,0.0021362226082689553,0.04621928827090433
Na3 V1 H6 O7,0.9559074294567108,0.0004527230296453538,0.021277289057710192
K3 Cu1 N5 O15,0.9559031224250794,0.00036241450687361424,0.019037187472775864
Pr6 Fe13 Pb1,0.9558940619230272,0.0009960636736363693,0.03156047644818388
Cr1 Co3 H24 C6 N30 O33,0.9558938789367676,0.00043697560759829073,0.02090396152881771
Sr2 Cu3 S2 O2,0.9558923578262328,0.0018872707563438468,0.04344272961433072
Th1 P2 H2 C1 O8,0.955888900756836,0.00038719056308866064,0.01967715840990921
Np1 P2 H2 C1 O8,0.955888900756836,0.00038719056308866064,0.01967715840990921
Cs1 Cu2 Br3,0.9558871722221376,0.005349290376256188,0.07313884314272537
K3 Yb1 S3 O12,0.9558831667900084,0.0003989888908290253,0.01997470627641432
Nd2 Fe2 Se2 O3,0.95587136387825,0.00273985627085574,0.052343636393125566
K1 N1 O2,0.9558670407533646,0.0006432136782891503,0.025361657640800027
Hf1 Te4 Cl6,0.9558649986982346,0.0008735745502752494,0.02955629459650261
Zr2 Sb1,0.9558571261167528,0.0043746783057703785,0.06614135095211147
La3 In1 Ni1 S7,0.955845115184784,0.00046714917794161563,0.021613634075314952
Er1 Si1 Ru1,0.9558387404680252,0.0011202516177965902,0.03347016011011286
Ho1 Si1 Ru1,0.9558387404680252,0.0011202516177965902,0.03347016011011286
Na1 W6 C1 Cl18,0.9558365964889526,0.0008545124299128247,0.02923204457291389
Na2 S3 N1,0.9558337086439131,0.0011954524724777178,0.03457531594183512
Rb3 Hg2 S3 Cl1 O12,0.955833556652069,0.0003856726818211993,0.01963855090940264
Er7 C2 I12 N1,0.9558330982923507,0.0013287435669144102,0.03645193502290942
Th2 Fe1 B10,0.9558321112394332,0.0008429739406059367,0.029034013511843943
Th2 Se5,0.9558298796415328,0.002439957673368652,0.049395927700253306
Np2 Se5,0.9558298796415328,0.002439957673368652,0.049395927700253306
B1 P1 Br6,0.9558296298980712,0.0009293727491551153,0.03048561544655307
Cs1 Ga2 Se4 O14,0.955828933119774,0.00019744639460146096,0.014051561998634207
K4 P3,0.9558275586366654,0.001879721806545412,0.043355758631875095
Ba3 Sc1 B3 O9,0.9558180034160614,0.0004533966258759035,0.02129311216980513
Ce2 Fe2 S2 O3,0.9558177351951601,0.0022921544244724145,0.04787644958089952
Tm2 Ni2 Sn1,0.9558154410123824,0.002522168050604058,0.05022119125034828
Eu2 Ni17,0.9558094823360443,0.0019294483589764177,0.04392548643983829
Ca2 Ni7 P4,0.9558064025640488,0.0027231662574194685,0.05218396552025793
Pr1 Cu6,0.9558032172918319,0.0014031996380463915,0.03745930642772756
Yb15 C19,0.955797562599182,0.004617410686284042,0.06795153189063542
Na5 Al1 H8 O8,0.9557890957593916,0.0006576835680124235,0.02564534203344583
Nb1 Tl3 Se4,0.9557883441448212,0.0016770617573925153,0.04095194448854065
Al3 Ru1,0.9557775396108628,0.001653779988828522,0.04066669385170772
U1 Mo6 S8,0.9557694524526597,0.0017058749703384552,0.041302239289637256
Gd1 Zn1 Rh1,0.9557653123140336,0.003320096886441924,0.057620281901791526
Sm1 Zn1 Rh1,0.9557653123140336,0.003320096886441924,0.057620281901791526
Rb8 Cu6 As8 S19,0.9557636457681656,0.0008442427382184303,0.02905585548935757
Nd1 Ni5 Sn1,0.9557587909698486,0.0010297210878872595,0.03208926748754573
Th1 B2 Ru2,0.9557585042715072,0.0026580007449855465,0.051555802243642236
Au2 Se3 O10,0.9557583975791932,0.00047888666595928553,0.021883479292820085
Er4 Zn5 Ge6,0.9557565259933472,0.0026797160176514627,0.051765973550697016
Cs1 P1 O4,0.9557542788982392,0.00035326654254426036,0.01879538620364744
K1 N2,0.9557542288303376,0.005710485548981199,0.07556775469061654
Tb7 Mn1 I12,0.9557538998126984,0.0013907608389334865,0.03729290601352335
Lu1 Si1 Au1,0.9557485321164132,0.006586407398826757,0.0811566842522953
Sr1 P2 O6,0.9557418692111967,0.00024527361730389296,0.01566121378769516
Tm2 Ni1 Sn6,0.9557415449619292,0.002311211412153626,0.04807506018876759
Nd6 Tl1 Fe13,0.9557389885187147,0.0009842929180427528,0.0313734428783765
Sr3 B1 C1 N1 Cl2,0.9557356822490692,0.0016347367634838848,0.04043187806031133
Ce1 P2 O7,0.9557354354858398,0.00030510891188169787,0.0174673670563625
Sr1 P1,0.9557303988933564,0.004860337127243229,0.06971611813091166
Si1 Pb4 Br4 O4,0.955729078054428,0.0010073790396649953,0.0317392350201607
Ag3 P11,0.9557279258966446,0.002436122276068416,0.049357089420552495
K2 Ba1 Co1 N6 O12,0.9557275289297104,0.0004780753867369249,0.02186493509564857
Tb1 Mo1 Br1 O4,0.9557273983955384,0.00043274324651889663,0.020802481739419856
Si2 Bi14 Ir1 I12,0.9557263880968094,0.0032555554378503183,0.057057474863950276
Pr2 In1 Cu2,0.9557240611314772,0.002626069193041367,0.05124518702318655
Ba1 Si2 H6 O8,0.9557230263948441,0.0002076463551410064,0.014409939456535075
Dy1 In1 Cu2,0.9557169055938721,0.002254790199555353,0.047484631193211904
P2 W1,0.9557092243433,0.004616420415724964,0.06794424490510559
Np1 Cl4,0.9557013833522796,0.001247401913624942,0.035318577457549766
Th1 Cl4,0.9557013833522796,0.001247401913624942,0.035318577457549766
Pr3 In1 Fe1 S7,0.9556982326507568,0.0004698558799919449,0.02167615925370417
Sm3 Ga1 Ni1 S7,0.9556963539123536,0.00042143102964208734,0.020528785391300854
Gd1 P1 O4,0.9556948494911194,0.0003544985918850813,0.018828132989892585
Sm1 P1 O4,0.9556948494911194,0.0003544985918850813,0.018828132989892585
K1 Nb2 P1 Se10,0.9556940060853958,0.0012382610045516072,0.03518893298398812
Ca1 Sn1 Pd1,0.9556930255889892,0.004127406126671494,0.06424489183329281
